x0,x1,x2,x3,x4,x5,x6,x7,label
0.0132,0.7357,-1.3583,-0.8409,0.2730,-0.0998,0.5719,-1.2295,0
2.8571,3.5916,0.4868,0.1391,-0.0959,-0.8349,-0.0720,1.2597,1
-0.1190,-0.8898,-0.4922,0.2009,-0.3735,0.4853,0.5228,0.8890,0
1.4236,0.9959,-0.9342,-0.9035,-0.0758,-0.4512,-1.1383,-0.4417,0
2.0255,1.8282,-0.3158,1.1785,0.1992,2.4718,0.1705,-0.2901,1
2.5041,2.7565,0.4353,2.0767,-0.8453,0.8590,0.2078,-1.5711,1
0.7707,1.2676,-0.8572,-0.0089,-1.7254,-1.2588,1.0480,-0.4664,0
-1.1088,0.2295,-0.5224,-0.4708,0.7393,-1.1617,-0.9054,0.1541,0
0.9694,1.2382,-0.6651,0.9374,-0.7841,1.8262,-1.1338,1.3285,0
1.8435,4.5132,0.5913,-1.0160,-0.5222,0.7812,1.0526,-0.0707,1
2.5447,3.2584,0.1318,-1.2935,-0.8130,0.2351,1.2155,1.6160,1
3.2795,2.7873,0.7488,-0.6668,-0.1532,-0.8241,-1.2487,0.3335,1
2.6855,3.1877,0.5461,0.2426,0.5566,-0.0427,0.4129,-0.7261,1
2.8697,3.1684,-0.6697,0.0518,-0.6236,-0.5265,-1.1249,1.2658,1
1.0657,0.5374,1.9722,-0.1892,3.0318,-0.2275,0.2552,-0.3978,0
0.3723,0.8356,-0.1139,1.7767,0.2391,0.2705,-0.9090,0.4185,0
2.3660,1.8918,-0.7765,2.6718,-0.2635,-1.4570,-0.6982,-0.0516,1
3.0467,3.0548,0.6766,-0.6449,0.3404,-0.8761,-0.6196,-0.9177,1
1.3116,3.5642,0.6886,0.9767,0.0393,0.7768,-1.7613,0.8631,1
0.1771,0.6271,0.3800,-0.9871,-1.4980,-0.7121,0.5649,0.6901,0
-1.3679,-0.9811,-0.7232,-0.3573,-1.3621,-1.4221,-0.8218,0.0863,0
-1.1806,-0.1158,1.0586,-1.3018,-0.2064,1.0248,-0.4183,-0.5737,0
1.1635,-0.3062,1.1045,0.4290,-0.3428,0.4797,0.3204,1.0209,0
1.9517,2.5412,-0.0615,0.7041,-1.0252,1.0170,0.4663,-1.3169,1
3.7083,4.7341,1.0018,1.4270,0.0854,-1.6615,-1.8441,0.2551,1
-0.5920,-0.9146,-0.0627,0.6156,-1.4528,-0.4489,1.5099,-1.0753,0
0.8698,-0.4847,0.5458,1.0973,0.7413,0.9092,-1.1516,1.1137,0
1.6473,2.7595,0.2582,0.4851,0.3370,-0.8438,-1.3499,0.8723,1
0.1858,1.1494,-0.0447,-1.4052,0.9661,-0.3704,0.3420,-0.6475,0
4.1443,1.6234,-0.3374,0.1074,-1.0922,0.3305,1.6119,-0.4905,1
2.8951,-0.2494,-0.0389,-0.3130,-0.8185,1.0815,-0.3262,-0.1775,1
-0.3772,-1.9168,-1.1320,0.9611,-2.1100,-0.7663,-0.3997,1.7436,0
0.7686,-0.5572,1.3045,-0.7405,1.0091,-1.3589,1.0733,-0.4061,0
1.4715,2.2829,0.2773,-0.4947,0.5540,-0.5830,0.6204,0.4422,1
2.4391,2.0586,0.1515,0.5503,2.0618,0.9394,0.9760,3.0885,1
0.5160,0.4846,0.7040,-1.0090,-0.4439,-0.5062,0.6476,-0.1742,0
2.6382,3.5875,0.8632,-0.1617,-0.6700,1.1353,0.7739,-1.6063,1
2.1868,2.6655,0.7788,0.9101,0.2839,0.5852,0.0641,-0.6739,1
2.2387,2.5190,-0.0347,-1.8856,-0.3975,0.0562,-0.2814,-0.2468,1
0.4880,-1.0790,-1.6280,-0.3482,0.7641,1.6876,0.7821,-1.4683,0
2.2676,2.7566,0.1776,0.5393,-0.9170,0.0649,0.4203,0.8257,1
1.6943,2.1548,-2.7038,-0.6215,-0.5244,-1.0196,0.1656,-0.0559,1
-2.2592,0.2155,-0.9283,0.4857,-1.2819,0.0300,-0.2832,0.3031,0
0.1247,-0.2552,-1.5363,-1.4772,-0.5839,-0.0083,-0.6082,0.6252,0
2.2208,1.5350,-0.2781,0.2259,0.3249,1.8784,-0.6689,-0.0735,1
0.4261,-0.0234,-0.5006,-1.5493,-0.5108,-1.0737,-1.7266,-0.7957,0
-1.0471,0.5838,0.6011,-0.9039,-0.2602,-1.8582,-0.4943,0.3990,0
0.8249,-0.7130,1.0519,-1.5157,-1.2476,0.7097,1.6711,0.4934,0
2.4597,0.3048,-2.0224,0.1294,-0.3581,-1.1058,0.0655,0.1151,1
3.4444,2.6366,1.2284,0.0080,-0.1153,1.0643,-0.9784,2.8144,1
0.3753,0.3808,0.5251,1.8771,0.7925,-1.6051,1.4035,-0.3409,0
2.6072,1.2207,0.5262,-0.6514,0.1002,-0.2841,1.9250,1.9823,1
0.0465,0.0640,-0.3734,1.1060,-0.3289,-0.4213,0.9786,-0.5383,0
2.4622,0.9187,0.7042,1.9409,0.7212,1.4618,-0.8461,0.2363,1
1.5568,2.2722,0.7722,0.1018,-1.4126,-1.3150,-1.3812,0.4915,1
4.5639,3.8625,-1.8960,1.4211,0.9364,-1.5453,-0.3032,1.0955,1
0.5504,-1.3091,0.6107,-2.1375,-0.2228,1.1380,0.0184,-0.4989,0
3.3893,3.4748,1.3100,0.8743,1.0814,0.7329,0.2655,0.0895,1
-0.2373,-1.2124,-0.9553,-0.2820,0.2415,1.4408,-0.0418,1.0035,0
3.5793,2.2686,0.5947,-0.2435,1.3221,0.6358,-1.1905,0.1615,1
1.6481,-0.1812,0.4477,0.5459,-1.0366,0.5107,-1.3938,-0.6256,0
1.0757,0.3568,-0.3045,0.4465,-0.0601,0.0126,0.6568,-0.7274,0
0.0403,-0.3123,-1.5856,-0.9205,1.5682,0.3847,-1.3236,-1.5404,0
2.3878,4.0612,-0.1868,1.3070,0.3519,0.4713,-1.3357,0.9375,1
-0.3349,0.8631,-0.8142,0.1770,0.3520,-0.1540,0.4045,-0.2664,0
1.8509,4.1055,1.0490,-0.7609,0.5684,-0.7427,-1.1847,1.0338,1
-1.7041,0.9269,-0.2527,-0.2115,0.4098,0.5812,-0.8263,0.7177,0
0.1134,-1.2561,-0.1699,1.3813,1.6766,0.7173,-1.1903,0.4906,0
3.3509,3.2257,0.7850,0.3633,-0.0724,-0.6084,-1.8979,0.3396,1
0.1861,0.5576,-1.3375,0.6450,2.0545,0.0785,-0.0617,0.3090,0
4.5323,1.4764,0.2032,-0.7997,-0.5470,-0.0496,1.3473,1.8010,1
2.9481,2.1234,2.4927,-0.4276,-0.5711,-1.7749,1.3961,0.9682,1
2.4178,-1.3895,1.4582,0.0701,0.8061,-1.6478,1.4681,0.7865,0
-0.0389,0.6451,-0.7655,-0.5794,-0.4634,-1.8527,0.8618,1.1916,0
-0.7013,0.3482,-0.2655,0.3283,-0.6276,-0.8834,1.0521,-0.0639,0
4.5221,2.5463,-0.9261,1.2269,0.6308,0.7269,1.1906,-0.6528,1
2.3727,2.3286,-1.2907,-0.2636,1.3364,0.2373,-1.3461,-1.5558,1
1.6648,-0.0903,-0.6474,-0.2740,-1.4773,1.4231,-0.3931,1.3674,0
0.0517,1.4295,0.2567,0.8532,0.7191,0.6233,0.3479,-0.2329,0
1.9154,-0.9069,0.0043,0.0149,0.4024,-0.4295,0.3147,-0.1688,0
-1.5820,0.0096,-1.1006,-1.7344,0.1369,0.4879,0.5267,0.5672,0
0.5674,1.1390,1.9735,-1.0472,0.6108,-0.6869,0.0797,-0.6333,1
3.0615,2.6368,-0.4483,-1.0502,0.2678,-1.2127,0.4275,2.6265,1
1.3502,0.7183,-0.0856,-1.9388,-1.3223,1.2828,-0.7898,-0.6993,0
2.3343,1.4380,-1.2268,-0.0505,-0.8915,-0.7410,-0.7812,0.5224,1
-0.2321,-0.1786,0.5969,-0.1420,-0.2783,0.4705,0.6682,-0.1471,0
0.0806,-0.7818,-0.8607,0.7691,0.4449,0.4553,0.2809,0.0462,0
3.1964,3.4351,0.9112,-0.1008,1.3870,0.2285,0.6324,0.2821,1
2.7470,1.7642,0.7014,2.8453,-0.3748,0.0710,-0.4462,-0.4880,1
4.0444,1.8270,-0.4741,-1.5875,-0.7576,-1.7084,0.6318,2.7997,1
-0.3667,-1.6668,0.9000,-0.7269,1.2993,-0.2820,-0.6318,-0.1780,0
0.7578,-0.2274,-0.4967,-0.1988,-1.2719,0.3970,-1.7867,-0.4441,0
0.7594,0.3030,0.5903,-0.0650,1.1697,0.9247,0.4461,0.9275,0
0.7504,-0.4395,-1.3439,0.4204,0.5461,1.0905,-0.9363,-0.9064,0
2.9599,2.4288,-1.8858,0.3751,-1.8524,-0.9453,1.3517,1.8249,1
1.2843,2.1706,0.0426,1.7812,-0.4929,-0.4769,1.5487,-0.3748,1
0.7222,-1.4771,-0.1712,-1.6596,-1.0554,0.8392,-0.0499,-0.3191,0
1.7513,2.2793,0.3011,0.9829,-2.6251,-0.8318,0.1591,-0.0989,1
0.4034,0.2675,-0.3049,-0.5269,-0.2455,1.1487,-0.7320,-0.0628,0
2.6833,4.0604,-0.3003,0.9588,1.2320,-0.0638,-0.2107,-0.3291,1
-0.2558,0.8542,0.2310,0.2353,-1.1252,-0.9675,2.1434,-0.1778,0
-0.7748,1.4311,0.2818,0.5782,-0.1380,-0.3187,-0.1696,-1.3827,0
2.4121,2.7960,1.8505,0.0860,-2.3342,-0.0940,2.7395,0.8664,1
-0.8109,0.5911,-0.7420,-1.3538,-0.3484,0.0915,-1.8722,-1.1492,0
0.0103,-0.4082,0.3948,-1.2147,0.7141,-1.1838,1.6427,-1.7158,0
-1.0926,0.4174,1.6642,0.3150,0.5629,0.0175,-1.0264,-0.4901,0
-1.2119,-1.2787,0.4017,-1.1232,0.3196,-1.3018,0.2964,-0.4887,0
1.4066,0.3237,1.2358,-0.7556,0.0561,-0.9811,-0.4136,-0.2621,0
-0.7259,-1.2155,-1.4135,-2.3397,-1.0563,0.6275,-1.5985,-1.3681,0
4.2909,1.8635,0.3210,0.6423,0.6625,-1.5223,-0.2311,-1.6182,1
4.9463,0.9051,-1.0478,-1.0406,-1.4967,1.3526,2.4224,-0.4757,1
-1.3204,-2.2369,-0.2441,-0.3164,-0.6513,0.2214,0.3952,0.3231,0
-0.3161,-1.1016,0.6658,0.0125,0.8884,0.7901,-1.4218,-1.4342,0
1.7445,1.4437,0.7553,0.3513,1.0992,0.3965,0.2086,1.1997,1
2.9697,2.5681,1.4805,0.1152,-0.3043,-0.8378,0.7030,1.2371,1
2.4494,3.8079,-1.9700,-0.0555,-0.0401,-0.7270,2.3839,-0.0662,1
2.0923,2.5260,-2.0028,-0.7599,0.9832,-0.6289,-0.8289,1.3095,1
3.8403,3.0170,-0.4551,-0.2395,-0.8041,-0.9948,-1.0444,-0.6181,1
-1.0347,-1.5637,0.2194,0.2346,1.7008,-0.6683,0.2961,0.3127,0
-0.2538,0.7443,0.7752,0.3274,-0.2556,-0.3575,-1.3678,-0.8059,0
1.8780,1.3760,0.4399,1.1966,-0.9081,0.2834,-1.0341,-0.3049,1
1.8097,3.1019,-0.6788,1.0117,-0.2457,-0.6496,-1.2533,0.2532,1
0.8952,0.2733,2.2388,1.4298,-0.3075,-0.3180,0.4697,-0.8380,0
3.6663,2.8616,0.2565,0.6870,1.7228,0.1710,-0.1130,1.5087,1
0.9676,-0.3210,0.0052,0.1954,0.3618,-1.3566,-1.5425,-0.8874,0
1.5353,1.8562,0.6347,-0.1689,0.1964,-1.2243,-0.4616,0.5873,1
3.0950,1.7754,0.1617,2.1988,-0.0176,-0.6932,-0.1738,0.0922,1
-0.1512,-0.0314,-1.4434,-0.9626,-0.1493,-0.1653,-0.5662,-0.1770,0
0.0610,0.8894,-0.0992,0.3991,-0.5416,0.5721,0.3757,0.8658,0
0.7135,0.5887,-0.0984,0.2449,1.0635,-0.6521,-0.6284,0.1814,0
2.9153,1.6759,-0.0748,-0.0940,-2.2153,-0.2196,-0.1573,-0.1603,1
3.9159,1.2842,-0.8246,-2.6122,-0.4809,-0.3956,-0.5100,1.1077,1
0.8606,0.0779,-0.3706,1.0262,-0.0198,-0.8183,-1.7162,-0.4413,0
0.7546,2.2765,0.0616,-0.7654,-1.1850,0.5520,-1.7646,0.5503,0
3.3177,2.9363,-0.2197,0.5649,0.1709,-0.7781,1.8504,-0.3517,1
0.7758,-2.4186,1.2765,1.4688,0.0298,0.5588,0.5585,-0.6428,0
0.5471,-0.8086,-0.6088,1.1269,0.9747,-0.7064,-0.7336,-0.6456,0
0.7326,-1.0000,0.3567,0.7468,-0.0882,1.0101,-0.3043,-0.2139,0
1.5228,3.5172,-0.7665,0.3498,-0.0713,-1.0528,-0.6091,1.3829,1
2.7017,1.4908,0.3053,-0.1461,3.4540,0.2851,-0.3806,1.4200,1
-1.8410,0.0943,1.9944,-0.1162,-1.7333,-0.3959,1.4545,0.3761,0
1.6611,1.8148,-0.5597,0.3612,1.3382,1.0524,0.4560,-1.3316,1
1.1721,3.0333,-1.3455,-0.2256,0.3042,-1.1376,-1.0243,-0.0941,1
0.5037,1.0615,0.6071,0.0737,-0.7462,-1.0709,-0.5109,0.4099,0
2.8366,0.4001,-0.7857,1.2045,0.0792,-1.4170,2.3558,-0.0289,1
2.8843,2.8995,-0.3676,-0.7276,2.1217,1.0032,0.8219,0.5763,1
-1.0033,1.2775,-0.8431,0.2833,-1.6394,-2.0409,0.3183,-0.8091,0
-1.9892,0.5406,2.1201,1.3896,-0.2573,0.0088,0.8877,1.1221,0
2.1565,2.5342,0.3006,0.5539,-0.1331,-0.1201,1.3798,1.2095,1
2.9774,4.2191,-0.3864,1.6230,0.5425,3.2710,-1.1925,-0.6893,1
0.4188,0.3972,1.9501,-0.6684,0.9049,1.1625,0.7046,-0.9610,0
3.9078,3.7293,0.5996,0.2043,0.2261,-0.0787,0.6408,0.0311,1
1.6515,1.4514,-0.7520,0.2221,-0.0270,0.2153,0.5008,-0.6273,1
1.4657,-0.2677,-0.4334,0.4824,-1.8365,-0.7905,0.9811,-1.7374,0
3.6176,4.0111,-0.3695,0.2918,1.1191,-0.4668,0.8678,-0.6711,1
-0.4776,-0.7993,0.3426,1.1580,-0.1841,-1.2712,-1.0827,0.3946,0
4.3441,2.8937,-0.3869,0.7662,-0.2395,-0.3783,-0.9585,1.4084,1
-2.5392,0.7979,-0.4637,-0.4103,1.6923,-0.7141,-0.6801,-0.1304,0
0.4138,-0.4419,-1.5739,-0.8657,1.2813,0.0748,0.4511,-0.2614,0
1.8405,4.1776,-0.1882,-0.4434,1.0961,-0.7224,-0.5947,0.0102,1
0.0003,0.2596,2.0917,0.3362,-2.3781,0.3263,0.0379,0.0435,0
2.7459,2.4713,-0.0526,0.6130,-0.5421,-0.9477,3.0238,-0.7159,1
0.1001,-1.4957,0.1165,-0.9332,-0.4425,1.0451,0.4720,0.5684,0
0.7288,4.3369,-1.1919,1.5286,1.0215,0.5773,-0.8550,0.1516,1
2.0291,2.5290,-0.2499,-2.0386,1.1218,-0.0811,-0.4848,-0.5603,1
2.8585,1.6062,-2.2552,0.4071,0.5191,-0.1996,-1.1479,0.0889,1
-1.4645,-1.0272,-0.7507,0.8439,-0.3626,-0.4479,1.9547,0.3525,0
0.3390,-0.3697,-0.5964,-2.1864,0.9687,0.4483,-0.1792,-0.1372,0
3.2361,0.9453,-0.5899,-1.1363,1.7715,0.8757,-2.2027,-1.5138,1
2.3677,2.0276,-1.3244,1.9448,0.3125,0.4748,-0.6920,0.7223,1
2.1196,2.2167,0.6110,-1.6290,1.5970,0.1824,1.2809,-1.0754,1
-0.9232,-1.1619,0.2503,0.0660,-0.4644,-1.0141,-1.2666,-0.0485,0
2.0344,1.8144,1.5471,-0.0823,1.2700,-0.5333,0.2448,-0.0555,1
-1.6976,1.4283,-0.1352,0.7464,-0.7520,-0.1648,-0.8669,1.2360,0
0.3114,0.3671,1.3582,1.1563,0.7653,-1.4217,-0.6957,-1.0039,0
3.2275,2.6707,-1.3905,-0.1887,-1.4941,-0.0532,-1.6554,0.5288,1
0.3780,1.9079,0.8479,-0.4229,0.8181,-1.3977,-0.9625,0.3331,0
0.3418,2.4628,-1.0203,0.1013,-1.0777,0.4242,0.0193,1.4004,1
0.0067,-0.7686,-0.2469,-1.3442,0.4061,0.5899,2.4692,-0.6218,0
-0.2678,-0.5758,0.2121,0.3817,-0.0534,1.0863,-0.6170,0.9862,0
0.5385,-0.0120,-0.3149,2.4267,-0.8170,0.2979,-0.7502,1.7856,0
3.3868,1.8217,0.5126,0.2577,-0.5166,0.7582,0.3893,0.2157,1
2.4581,2.9311,0.2294,0.0591,-0.6410,1.6938,-1.0504,0.4276,1
2.1798,4.2595,-0.9035,-0.7353,-0.9698,0.3235,-1.3731,-0.4785,1
0.3476,2.7404,-0.5002,-1.4881,1.0856,-1.3077,0.7969,-0.7010,1
4.1016,3.2496,-1.0080,-0.9171,0.6055,-0.2624,-0.1693,1.2722,1
1.7513,2.5913,0.9546,0.8091,-0.1596,-0.2889,-1.7388,-1.0562,1
2.8184,2.3621,0.0749,1.0393,-1.1873,-0.2362,0.1887,-0.7042,1
1.4315,0.9086,0.2901,1.7942,-1.4989,-0.0077,0.3663,-0.9146,0
0.3007,-1.1066,0.6906,1.0578,0.2723,-1.8528,-0.9668,0.5647,0
0.0212,-2.6940,1.2428,0.1367,-0.8191,0.9950,-0.6775,-0.6885,0
0.3584,1.7810,1.6236,0.3597,0.4624,0.7915,-1.2570,0.6441,0
1.7659,2.8185,-0.2275,0.5012,0.1181,-3.0730,0.1789,0.6422,1
0.4459,-0.1026,1.6422,0.3114,0.4377,1.0445,0.3626,-0.8980,0
-2.4383,-0.4771,0.7609,-0.3531,0.8012,0.1487,1.2881,-0.2952,0
2.9676,3.0059,1.5016,-1.7066,-0.4584,0.8485,1.5459,0.2401,1
2.2073,3.2571,0.8687,-0.3597,0.3303,1.1805,1.8905,0.7426,1
2.5441,2.4459,0.5574,-0.1157,0.1896,-1.0579,1.2971,-1.1402,1
-0.4321,0.0976,1.9910,-0.4227,-0.6660,-0.5508,1.6589,-2.8123,0
-1.0027,2.7313,0.5909,-1.1060,-0.0419,0.0675,0.8461,1.8395,0
2.8886,1.9602,0.7871,-0.6983,-1.0333,-1.7599,-1.5651,-0.8964,1
-1.1778,0.3132,-1.1994,-3.1437,-1.0439,-0.4719,-0.6054,1.5195,0
-0.6135,0.8809,-0.0190,-0.0423,-0.8354,-0.0588,-0.7651,0.1700,0
-0.2362,-0.9446,0.9919,0.4268,-0.4481,0.1455,-0.0838,-0.8676,0
2.5705,1.8790,-0.9449,-1.6228,-0.3586,0.5670,-0.6947,2.5207,1
3.3857,3.8043,0.7952,1.8529,-0.7870,-2.5607,-0.4461,0.5582,1
2.6515,2.7755,1.3209,0.3821,0.7989,-0.9396,-1.0954,1.6141,1
2.6009,1.8768,-0.6214,-0.6491,-0.7090,-1.2831,-1.5004,-0.1950,1
1.9071,3.6072,0.2931,0.2653,-0.7431,-0.1210,0.3610,0.7162,1
-0.0939,1.0791,0.0080,0.7928,-0.4899,-1.8126,0.2684,0.7253,0
3.0753,2.9222,-0.3486,-0.8067,0.5517,0.4264,-0.5609,1.1094,1
-0.8829,-0.5835,1.6364,0.8686,-0.3580,0.2874,0.1548,-2.7456,0
-0.9065,-0.0508,-0.3566,0.2471,1.1295,-0.3215,-1.0577,0.3249,0
2.1734,2.3439,-0.2918,2.2418,-2.2407,-0.3883,-0.0037,-0.7811,1
0.8998,0.8133,-0.0478,-0.2707,-0.1120,-0.1048,-0.0784,-0.1880,0
0.2524,0.7532,-1.2303,-1.0507,-1.7485,0.8664,0.2503,0.5053,0
-1.4295,1.7849,-0.6089,0.1682,0.8544,-0.9870,-0.5463,0.1792,0
5.3575,2.8011,1.6064,1.2057,0.3680,-0.9892,1.0598,-1.4981,1
1.6009,0.2000,-2.6502,-0.3405,0.6539,-0.2370,0.7150,-0.8500,0
-1.3060,-0.0714,0.0316,-0.3484,1.2273,-0.8502,0.3132,0.0680,0
0.9433,1.1810,0.0119,1.9812,0.5793,-1.7256,-3.1105,0.7331,1
-0.0962,1.1413,-0.8807,0.3502,0.8462,-0.4475,-0.4261,0.0253,0
3.0427,2.4857,0.9740,-0.4619,-1.3284,1.9770,-0.6046,-0.5684,1
2.4342,2.5672,-0.3867,-0.0174,-0.0398,0.1748,-2.3575,1.8809,1
2.3527,3.0806,-1.3781,-0.4710,-0.6723,1.4697,-0.5858,0.7581,1
-0.6504,-0.4526,-0.2456,1.2838,-1.8899,-1.3157,-1.9473,-1.0875,0
-0.8116,-1.6145,-0.7341,-2.0147,-1.0180,1.2004,0.4036,0.1875,0
-1.0028,-1.5361,-1.1392,-0.0432,0.8682,0.9024,0.6306,-0.7376,0
2.5245,2.1787,-0.2012,2.0371,-1.7620,-0.2347,1.2117,-1.4659,1
-0.6437,-0.5290,-0.2233,-1.5960,0.5953,0.6663,0.5084,-0.8704,0
0.0865,-0.8994,-0.3326,2.1535,0.0957,-1.1875,0.1803,-1.3518,0
-1.1990,-1.0411,-0.4443,0.9370,0.5784,0.5230,-1.0989,-0.5413,0
2.7720,1.8717,-0.2784,0.4414,-0.3488,0.2261,1.5927,-0.1719,1
1.1793,0.5594,-1.4672,-1.1021,-0.8336,-0.8548,-0.0903,0.6146,0
3.7552,2.8082,-0.4457,-2.0822,0.0706,0.0258,0.1829,2.1062,1
1.2406,0.7851,-0.9621,-0.5130,-0.0948,-0.7754,0.5005,0.3569,0
-1.0883,1.1968,0.1023,-1.7291,-0.0513,0.2812,0.9728,-0.3375,0
0.8279,0.1871,-1.3151,-1.4152,1.1226,1.1960,0.3229,1.4957,0
3.5566,3.1836,-0.9113,1.7314,0.5363,-0.3858,-0.6683,0.2568,1
-1.6711,0.6997,-0.9536,0.3706,-0.5216,-0.2644,-0.7569,-0.1612,0
1.8894,1.3851,0.3545,-0.0253,0.8442,1.1300,-0.8298,-0.0774,0
0.6780,3.6231,2.0650,0.0801,-2.1250,0.6089,-0.9041,-0.6633,1
3.1266,2.7546,-0.4881,-0.6496,0.1258,-0.4095,-1.1092,-0.3326,1
2.8396,2.3219,-1.4135,0.9891,-2.7388,-0.4464,-0.6202,0.1482,1
3.0617,3.6268,-0.7124,0.5866,0.1958,-1.7115,1.9005,-1.4388,1
0.4195,0.3900,0.2756,-0.4946,0.8273,-1.5604,-0.0658,-0.5639,0
1.8227,2.9287,1.0775,-0.3433,0.7807,0.0497,-0.8927,-0.2580,1
-0.2995,-0.6967,0.4285,0.2346,-1.5906,-1.6515,0.4247,-0.8153,0
2.8020,3.2809,-1.2710,-1.4115,1.6744,0.3516,-0.4192,-0.9339,1
1.9896,1.3094,0.8834,-0.7768,1.0935,-0.4006,-1.0434,-0.4263,1
-0.1242,2.3792,-0.1701,0.8247,-1.8863,1.1619,0.8206,1.2520,1
2.4473,3.5139,-1.4712,0.7130,-0.7712,-1.6514,-1.1241,0.0055,1
1.6757,2.8761,-1.8082,-2.1271,1.3724,0.9038,-1.0493,-0.0030,1
3.5195,2.9192,0.1482,1.0952,-0.7307,0.0312,-0.0178,-0.2728,1
2.1102,2.5729,0.0344,-1.0484,0.8018,-0.9764,-0.2182,-0.2953,1
0.3581,-2.1191,0.8909,-0.6770,1.2200,-0.4782,-0.0488,1.9138,0
-0.2773,1.2388,0.0390,0.4154,0.0700,0.8479,-0.6855,-0.9840,0
-0.6386,0.0997,-0.2208,0.7103,1.3047,-0.9758,-0.7339,-1.4362,0
4.5304,2.8047,0.4798,-1.3402,-0.0012,0.5092,-0.2528,1.0757,1
2.3118,-0.9471,-1.0221,-0.8778,1.6062,1.0424,-0.1355,0.0366,0
-0.8165,0.8900,-0.3799,-0.2601,0.6088,-0.1880,-0.2350,0.0106,0
0.7954,1.6465,0.5855,0.8033,-0.1999,-0.7078,0.6540,0.1712,0
1.0774,2.1719,-0.0829,-0.5105,1.4817,0.4798,1.3732,0.2634,1
2.5814,1.5634,0.0119,0.0131,-1.3671,-0.5395,-0.3233,0.4135,1
2.9614,1.9187,0.4689,-0.1821,-2.8696,-0.4847,1.0790,-1.6818,1
0.1127,1.5853,-0.7606,0.0021,-1.3040,1.6272,-0.0833,0.0466,0
1.3543,0.6615,-0.8756,-0.6473,0.4949,-0.6241,-2.1172,-0.0532,0
-1.4802,1.6163,0.1768,-0.9052,-0.6986,-1.8894,-1.0995,1.0163,0
2.2318,0.7264,-0.0920,-0.4320,-0.9565,2.0598,-0.1887,2.1156,0
1.3935,-1.7408,-0.6660,-0.6690,-0.0798,-0.0603,2.9962,-1.0772,0
2.7290,3.1165,-0.0016,0.1102,-1.0448,0.1065,0.5114,0.3276,1
3.0702,3.9126,0.9370,0.0713,-1.1718,-0.6000,-0.2196,0.2523,1
2.0217,1.5643,-1.1882,-1.6512,-0.2350,-1.4697,-1.0005,-0.3939,1
-1.3359,0.3798,0.7402,-0.5494,-0.4370,0.5374,-0.7140,-0.7827,0
1.1965,0.8842,0.6016,0.9256,-1.9773,1.3538,0.3921,1.0108,0
2.8872,2.5489,-0.2753,0.3671,-0.3117,0.8679,-1.5865,-0.5416,1
2.0448,-0.6261,-0.2387,-0.8826,0.3358,-0.7363,-0.1856,0.8489,0
-0.6988,0.7886,0.8222,1.0550,0.1405,3.2413,1.0545,0.3249,0
-0.8759,-0.0971,1.4263,1.7095,1.4783,0.7852,-1.2557,0.4872,0
1.2586,1.0125,0.2392,0.5232,0.9034,0.4971,0.5316,-0.9847,1
2.3950,0.9929,-2.0034,0.7406,-0.7531,0.8725,1.1083,-0.6193,1
0.5903,-0.6612,-1.8459,0.1233,-0.4709,-0.4401,1.9753,-1.5259,0
2.8829,1.5052,0.9083,0.2984,0.3793,-0.9449,-0.7656,0.9273,1
4.2708,2.9803,-0.8974,0.3389,2.4275,0.1024,1.4618,-0.7403,1
2.4579,3.1196,0.3973,-0.7664,-0.8095,0.9883,1.1916,1.5121,1
4.3039,2.6346,-0.3112,1.3510,0.7131,-0.9825,-1.0336,0.4919,1
-0.1773,-0.0264,1.0725,0.7590,1.3299,-1.9315,0.2534,0.6947,0
0.9734,1.8451,-0.8405,0.0217,1.6279,2.0226,-0.8143,0.5266,1
0.5588,0.3876,0.3990,0.3037,1.6876,1.1025,-1.0602,0.7957,0
3.3924,2.8150,1.1314,0.1881,0.2005,0.1212,-2.0182,-0.0804,1
1.8317,1.3136,1.4340,0.5042,-0.0298,-0.5648,0.2962,0.9914,1
1.6730,2.4952,0.8681,-1.9360,-0.0576,-0.4293,-0.1338,-0.5016,1
2.6376,4.4236,-0.3239,0.2917,1.9947,-0.5500,1.8147,0.0053,1
4.2819,3.2502,0.3071,-0.0656,-0.6240,0.0758,0.8974,-0.0131,1
2.1834,2.2492,0.9925,1.2252,-0.6672,-0.6686,0.3794,1.5275,1
3.6460,1.2481,-0.2641,-0.9306,-0.2675,1.6044,-1.4226,-1.6189,1
1.6714,2.7873,0.6208,0.4374,1.1757,-1.7631,1.1883,-0.3121,1
0.7315,-1.3234,0.0050,0.2363,1.1558,-1.5853,0.0308,-1.0852,0
3.0055,3.2772,1.2872,-0.5350,0.9272,1.3609,-1.6432,0.6123,1
3.4585,2.2413,-1.2108,0.9430,-1.1995,-0.1784,-0.0401,0.7155,1
-0.6266,-0.6846,0.0989,1.0064,2.2875,-1.5075,0.3153,-1.0865,0
3.5188,1.5615,-0.6746,-0.5893,-0.0762,0.3232,0.4837,-0.0058,1
1.1701,3.2278,-0.0530,1.1617,-0.7077,-1.6023,-0.0340,1.2960,1
2.6609,2.3003,-0.8703,1.7578,-1.0296,-0.7254,0.5700,-1.8560,1
3.7746,3.1242,0.8992,0.5581,-0.1611,-1.0631,-0.1401,-0.9752,1
0.4862,0.8068,1.4768,0.3718,0.9246,-0.2971,-0.4783,0.4737,0
